3.296932 3.550689 3.514238 3.066034 3.162236
1.835913 2.234346 1.240022 1.528256 0.8668657
5.748048 6.043967 4.00749 3.845089 4.767706
2.156878 2.746465 1.543928 1.896437 -0.4939405
6.918883 4.338951 6.47442 4.301352 5.46261
5.774392 3.968577 4.733543 4.614363 2.75822
10.17007 8.042984 6.748786 6.836481 5.836939
5.436066 2.700533 3.933299 1.622072 3.506301
8.1684 7.643569 8.12791 6.929125 7.586919
7.450584 8.011676 6.418819 4.764066 8.197183
11.24922 12.40621 10.6225 11.85407 10.65166
11.22438 8.958943 11.28152 9.488932 9.667838
15.36628 13.40792 14.86302 13.57278 15.35309
14.54755 16.23319 14.81757 15.24484 16.05648
19.24234 20.10001 19.86063 19.71753 19.37117
18.86632 18.58614 19.92015 19.81762 21.73248
25.36467 25.11135 24.39031 25.28202 25.908
25.40575 25.96084 27.06109 27.83869 28.36272
33.89386 32.79769 34.14235 34.79345 34.98094
36.64736 35.2981 36.16415 34.98065 38.00021
