6.895076 7.646884 6.11243 6.300393 7.076018
6.339421 4.501452 4.537498 3.897207 2.066576
6.364842 4.824656 6.653891 4.490219 7.442064
5.275688 4.434816 2.345988 3.459065 3.662357
8.229701 6.918418 4.189317 5.065284 4.247586
2.345247 2.84046 1.768909 2.885512 1.520717
7.244973 5.822274 4.951413 4.893222 3.983745
3.577043 3.684566 2.94867 1.708818 1.604307
4.827063 4.725428 4.073731 2.793074 2.619022
3.196125 1.819076 1.439098 -1.131522 1.136424
3.195536 3.689652 3.616653 1.868425 3.029714
0.8675761 1.283986 0.7299913 -0.4430707 -1.785773
3.428078 3.050787 0.8727693 0.6018596 -1.720736
-0.3102598 -1.665382 -3.026318 -2.05626 -2.820114
3.61658 1.614136 1.922305 0.8452338 0.7739724
0.2464404 -0.2396254 -1.669648 -0.9966747 -3.41973
1.58477 1.071964 1.776549 0.6254164 1.724367
0.5163022 1.293531 -0.2179445 -1.145305 -1.645501
4.366884 2.226733 1.929744 0.7184982 2.479263
0.5911095 1.900212 -0.2740723 -0.5357315 -1.87782
